long_name,age,height_cm,weight_kg,nationality,league_rank,overall,potential,value_eur,wage_eur,preferred_foot,international_reputation,weak_foot,skill_moves,body_type,real_face,release_clause_eur,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,num_traits,Atk_effort,Def_effort,player_versatility
Oscar Jansson,29,187,82,10,1.0,68,69,725000,2000,1,1,2,1,1,No,725000,70.0,64.0,64.0,69.0,30.0,68.0,15,15,16,30,14,16,13,13,33,22,31,30,28,63,42,48,55,35,60,12,23,15,8,47,23,56,13,18,70,64,64,68,69,28,28,28,24,27,27,27,24,30,30,30,29,32,32,32,29,27,30,30,30,27,27,28,28,28,27,3,1,1,1
Cristiano Pereira Figueiredo,29,191,80,15,1.0,68,69,725000,4000,1,1,2,1,1,No,725000,67.0,64.0,61.0,70.0,30.0,70.0,18,15,17,26,18,16,12,17,19,20,27,33,37,62,30,46,50,37,85,20,31,24,18,40,21,21,10,15,67,64,61,70,70,31,31,31,25,27,27,27,25,29,29,29,28,29,29,29,28,27,29,29,29,27,26,29,29,29,26,0,1,1,1
Alexander Meyer,29,195,90,1,2.0,68,69,725000,5000,1,1,3,1,1,No,725000,70.0,65.0,69.0,69.0,26.0,63.0,13,8,11,31,6,17,12,10,29,19,24,27,22,64,29,52,40,19,68,9,22,8,7,36,12,37,10,9,70,65,69,63,69,27,27,27,22,24,24,24,22,27,27,27,25,28,28,28,25,23,27,27,27,23,22,25,25,25,22,1,1,1,1
Pedro Alfredo Ortíz Angulo,30,187,80,27,1.0,68,69,700000,500,1,1,2,1,1,No,700000,72.0,64.0,68.0,70.0,25.0,69.0,10,8,12,19,5,9,12,12,17,14,28,23,31,57,33,51,83,20,85,6,17,14,5,64,10,35,11,10,72,64,68,69,70,25,25,25,20,22,22,22,20,26,26,26,23,26,26,26,23,20,24,24,24,20,20,26,26,26,20,0,1,1,1
김영광 Young Kwang Kim,37,184,86,18,1.0,68,68,90000,1000,1,2,3,1,1,No,90000,62.0,71.0,60.0,68.0,56.0,68.0,13,15,15,39,16,11,18,13,34,16,56,56,27,65,51,45,67,30,60,15,33,26,11,66,23,63,13,17,62,71,60,68,68,30,30,30,28,30,30,30,28,35,35,35,33,35,35,35,33,30,33,33,33,30,30,30,30,30,30,2,1,1,1
Vincent Demarconnay,37,180,73,3,2.0,68,68,90000,2000,1,1,3,1,1,No,90000,67.0,65.0,69.0,65.0,45.0,72.0,14,12,20,41,17,15,12,8,35,23,36,52,45,66,45,52,60,27,70,9,28,21,7,25,21,61,16,20,67,65,69,72,65,31,31,31,26,27,27,27,26,30,30,30,30,31,31,31,30,30,33,33,33,30,30,32,32,32,30,3,1,1,1
Jamie Young,34,180,83,0,1.0,68,68,400000,2000,0,1,2,1,2,No,400000,66.0,66.0,63.0,70.0,47.0,64.0,16,15,15,30,14,14,15,15,34,22,50,44,45,74,37,47,64,38,73,15,43,21,12,48,20,48,19,11,66,66,63,64,70,32,32,32,28,30,30,30,28,33,33,33,32,34,34,34,32,30,34,34,34,30,30,32,32,32,30,2,1,1,1
Trevor Carson,32,185,85,999,1.0,68,68,550000,3000,1,1,2,1,1,No,550000,69.0,68.0,63.0,66.0,52.0,68.0,18,17,12,13,15,16,12,19,13,18,55,50,56,62,67,47,65,43,68,14,37,17,18,60,23,50,11,12,69,68,63,68,66,31,31,31,28,29,29,29,28,31,31,31,31,28,28,28,31,27,26,26,26,27,27,27,27,27,27,3,1,1,1
Przemysław Tytoń,33,195,88,14,1.0,68,68,475000,3000,1,2,2,1,0,No,475000,67.0,64.0,66.0,70.0,50.0,66.0,10,14,14,32,13,15,13,12,32,20,51,49,48,66,40,50,65,31,71,14,32,22,13,35,22,51,17,14,67,64,66,66,70,31,31,31,27,28,28,28,27,31,31,31,30,31,31,31,30,28,30,30,30,28,28,29,29,29,28,2,1,1,1
吴龑,31,191,82,11,1.0,68,68,575000,4000,1,1,2,1,1,No,575000,71.0,64.0,61.0,69.0,48.0,66.0,33,14,22,42,20,18,14,18,44,22,54,43,61,63,63,46,63,37,57,15,39,24,18,56,15,62,23,18,71,64,61,66,69,32,32,32,32,32,32,32,32,37,37,37,37,38,38,38,37,34,36,36,36,34,33,33,33,33,33,0,1,1,1
William Paul Yarbrough Story,31,188,75,9,1.0,68,68,575000,3000,1,1,3,1,0,No,575000,67.0,62.0,70.0,68.0,57.0,68.0,12,17,14,32,15,18,14,12,35,21,59,56,40,67,46,53,75,34,75,16,29,12,16,52,22,48,15,14,67,62,70,68,68,34,34,34,30,32,32,32,30,35,35,35,34,34,34,34,34,29,32,32,32,29,29,31,31,31,29,2,1,1,1
Jonathan Peter McLaughlin,32,188,83,26,1.0,68,68,550000,14000,1,1,3,1,1,No,550000,68.0,68.0,69.0,68.0,55.0,67.0,21,20,14,27,13,16,15,21,41,23,57,54,62,63,63,52,60,37,68,19,41,18,17,46,26,52,17,14,68,68,69,67,68,33,33,33,31,31,31,31,31,34,34,34,34,33,33,33,34,31,33,33,33,31,30,31,31,31,30,1,1,1,1
Korcan Çelikay,32,194,86,17,1.0,68,68,550000,8000,1,1,2,1,1,No,550000,68.0,66.0,61.0,73.0,31.0,67.0,13,13,16,29,14,14,14,24,34,20,26,35,31,60,37,46,58,22,61,14,21,25,12,36,17,51,14,22,68,66,61,67,73,28,28,28,23,25,25,25,23,28,28,28,26,29,29,29,26,26,30,30,30,26,26,29,29,29,26,0,1,1,1
Matúš Putnocký,35,195,91,999,1.0,68,68,240000,2000,1,1,2,1,1,No,240000,69.0,70.0,64.0,68.0,44.0,70.0,25,13,15,51,19,27,14,17,49,24,44,44,39,52,36,48,65,36,61,18,28,27,12,42,21,59,25,23,69,70,64,70,68,31,31,31,31,31,31,31,31,36,36,36,36,38,38,38,36,35,38,38,38,35,33,34,34,34,33,2,1,1,1
Sosha Makani,33,192,80,999,1.0,68,68,475000,1000,1,1,2,1,1,No,475000,69.0,66.0,60.0,73.0,45.0,68.0,18,19,19,29,11,18,16,18,23,25,43,46,36,59,65,45,55,40,65,14,23,22,11,57,28,30,19,16,69,66,60,68,73,31,31,31,28,30,30,30,28,33,33,33,32,33,33,33,32,30,31,31,31,30,29,29,29,29,29,0,1,1,1
Ofir Meir Marciano,30,193,87,999,1.0,68,68,600000,3000,1,1,3,1,1,No,600000,69.0,67.0,60.0,70.0,42.0,66.0,12,12,13,27,12,19,17,17,16,17,40,44,61,67,40,45,63,33,80,13,19,16,19,25,25,45,11,11,69,67,60,66,70,31,31,31,26,27,27,27,26,28,28,28,28,26,26,26,28,27,27,27,27,27,26,28,28,28,26,0,1,1,1
刘殿座,30,190,81,11,1.0,68,68,600000,7000,1,1,3,1,1,No,600000,66.0,67.0,64.0,70.0,50.0,69.0,15,15,13,24,16,17,18,20,41,20,51,49,47,63,53,48,59,38,65,17,40,26,18,63,23,62,20,20,66,67,64,69,70,31,31,31,29,31,31,31,29,34,34,34,33,35,35,35,33,31,35,35,35,31,31,33,33,33,31,0,1,1,1
Librado Daniel Azcona Salinas,36,184,81,27,1.0,68,68,150000,500,1,1,2,1,2,No,150000,68.0,63.0,67.0,70.0,47.0,71.0,13,19,20,25,18,20,13,21,24,25,46,48,41,60,56,50,61,36,66,20,22,26,19,46,28,30,15,15,68,63,67,71,70,33,33,33,29,31,31,31,29,33,33,33,31,32,32,32,31,29,30,30,30,29,29,30,30,30,29,0,1,1,1
Maximiliano José Gagliardo,37,179,73,4,1.0,68,68,90000,2000,1,1,3,1,0,No,90000,67.0,62.0,63.0,70.0,36.0,69.0,13,9,21,28,7,13,25,11,21,21,37,35,51,66,47,47,71,33,53,7,35,20,6,37,31,41,19,21,67,62,63,69,70,27,27,27,23,25,25,25,23,28,28,28,27,28,28,28,27,28,30,30,30,28,29,31,31,31,29,3,1,1,1
Ersin Destanoğlu,19,195,88,17,1.0,67,80,1200000,6000,1,1,1,1,2,No,1200000,67.0,70.0,58.0,74.0,22.0,66.0,14,9,10,15,5,9,10,11,15,17,30,15,23,45,25,44,38,20,68,7,18,9,5,44,15,21,13,12,67,70,58,66,74,22,22,22,18,19,19,19,18,22,22,22,21,22,22,22,21,18,21,21,21,18,18,22,22,22,18,1,1,1,1
Lawrence Ati Zigi,23,188,83,40,1.0,67,77,975000,3000,1,1,3,1,1,No,975000,68.0,64.0,61.0,69.0,38.0,65.0,14,18,20,22,9,11,20,23,25,24,45,33,38,62,57,46,59,32,71,20,20,21,17,32,24,48,15,23,68,64,61,65,69,31,31,31,25,27,27,27,25,28,28,28,28,28,28,28,28,27,28,28,28,27,28,29,29,29,28,1,1,1,1
Gaëtan Coucke,21,187,77,25,1.0,67,76,925000,3000,1,1,3,1,1,No,925000,68.0,65.0,66.0,68.0,38.0,63.0,8,6,13,34,8,13,12,11,38,18,40,37,46,63,34,50,62,31,58,4,24,10,5,41,15,32,11,14,68,65,66,63,68,26,26,26,23,25,25,25,23,29,29,29,27,30,30,30,27,25,29,29,29,25,25,26,26,26,25,0,1,1,1
Oliver Christensen,21,190,82,24,1.0,67,76,925000,2000,1,1,2,1,1,No,925000,68.0,65.0,66.0,68.0,38.0,66.0,10,5,9,25,5,16,16,11,25,19,37,38,33,58,34,50,64,42,64,6,32,13,6,52,10,47,13,11,68,65,66,66,68,25,25,25,23,25,25,25,23,28,28,28,27,29,29,29,27,25,28,28,28,25,25,26,26,26,25,0,1,1,1
Roberto Ramírez,23,187,73,4,1.0,67,75,875000,2000,1,1,2,1,1,No,875000,67.0,66.0,59.0,71.0,49.0,64.0,16,16,18,31,12,14,20,19,18,23,48,49,34,60,43,44,65,31,59,12,22,18,16,17,20,34,15,20,67,66,59,64,71,31,31,31,26,27,27,27,26,27,27,27,28,26,26,26,28,29,27,27,27,29,29,29,29,29,29,0,1,1,1
Pontus Dahlberg,21,194,90,10,1.0,67,75,875000,1000,1,1,3,1,1,Yes,875000,67.0,64.0,65.0,68.0,28.0,65.0,11,5,11,28,9,10,10,11,28,30,25,31,24,63,21,49,44,35,61,19,30,6,7,33,12,53,13,13,67,64,65,65,68,26,26,26,22,24,24,24,22,27,27,27,26,29,29,29,26,25,29,29,29,25,24,26,26,26,24,1,1,1,1
Marco Hiller,23,189,89,1,3.0,67,75,875000,650,1,1,3,1,1,No,875000,69.0,67.0,51.0,71.0,31.0,67.0,14,9,14,29,8,8,13,12,20,16,34,29,41,54,32,38,62,19,52,9,20,12,6,27,20,14,14,6,69,67,51,67,71,23,23,23,20,21,21,21,20,24,24,24,23,24,24,24,23,22,24,24,24,22,21,24,24,24,21,0,1,1,1
Eike Bansen,22,195,91,1,1.0,67,74,825000,3000,1,1,3,1,1,No,825000,70.0,67.0,60.0,65.0,22.0,64.0,11,8,10,24,6,14,11,11,27,11,18,26,25,61,26,45,32,25,62,9,17,14,8,30,14,32,12,10,70,67,60,64,65,24,24,24,18,21,21,21,18,23,23,23,22,25,25,25,22,21,24,24,24,21,21,23,23,23,21,0,1,1,1
Nordin Jackers,22,189,80,25,1.0,67,73,800000,3000,1,1,2,1,1,No,800000,68.0,65.0,61.0,70.0,44.0,65.0,13,17,15,27,14,12,15,18,24,15,41,46,48,62,52,46,63,28,51,19,21,8,12,32,28,27,15,12,68,65,61,65,70,29,29,29,24,26,26,26,24,28,28,28,27,26,26,26,27,25,25,25,25,25,25,25,25,25,25,0,1,1,1
Daniel Iversen,22,191,85,24,1.0,67,73,800000,3000,1,1,2,1,1,No,800000,69.0,65.0,69.0,68.0,42.0,67.0,17,14,16,27,20,11,16,11,21,16,40,44,32,54,48,52,59,44,67,15,19,20,14,33,21,47,18,13,69,65,69,67,68,29,29,29,23,25,25,25,23,26,26,26,27,27,27,27,27,28,28,28,28,28,27,28,28,28,27,1,1,1,1
Kai Eisele,25,191,76,1,3.0,67,73,775000,2000,1,1,5,1,1,No,775000,70.0,66.0,63.0,72.0,19.0,66.0,8,7,9,16,5,5,13,13,19,11,20,18,39,52,21,47,40,29,68,7,31,13,2,38,12,31,12,9,70,66,63,66,72,21,21,21,15,17,17,17,15,20,20,20,19,22,22,22,19,19,23,23,23,19,19,23,23,23,19,1,1,1,1
Alejandro José Araque Peña,24,180,80,31,1.0,67,73,800000,500,1,1,2,1,1,No,800000,72.0,55.0,62.0,73.0,46.0,64.0,13,5,10,15,7,12,10,13,25,10,47,46,51,68,47,47,66,27,46,8,24,10,5,23,17,23,12,12,72,55,62,64,73,24,24,24,21,21,21,21,21,22,22,22,24,22,22,22,24,23,22,22,22,23,23,22,22,22,23,3,1,1,1
Alexandre Olliero,24,193,85,3,2.0,67,72,750000,1000,1,1,2,1,1,No,750000,69.0,64.0,65.0,69.0,46.0,64.0,15,17,20,22,20,13,15,18,23,28,47,45,39,59,41,49,59,23,75,17,19,17,12,24,27,51,19,16,69,64,65,64,69,32,32,32,26,27,27,27,26,27,27,27,28,26,26,26,28,26,27,27,27,26,27,29,29,29,27,0,1,1,1
Valentin Alexandru Cojocaru,24,196,89,21,1.0,67,72,750000,2000,1,1,2,1,1,No,750000,66.0,67.0,66.0,69.0,33.0,65.0,12,17,13,25,18,15,12,14,28,16,35,32,43,63,25,50,40,28,62,16,23,12,14,53,13,37,12,11,66,67,66,65,69,29,29,29,25,27,27,27,25,30,30,30,28,30,30,30,28,24,28,28,28,24,24,26,26,26,24,0,1,1,1
Lucas Hägg Johansson,25,189,79,10,1.0,67,71,725000,1000,1,1,3,1,1,No,725000,71.0,63.0,65.0,68.0,39.0,65.0,20,17,20,28,11,17,13,15,22,23,35,42,37,58,33,49,30,25,57,12,23,24,13,18,22,46,20,14,71,63,65,65,68,30,30,30,25,26,26,26,25,26,26,26,27,26,26,26,27,28,28,28,28,28,28,29,29,29,28,1,1,1,1
Julien Fabri,26,184,80,3,2.0,67,71,725000,2000,1,1,3,1,1,No,725000,66.0,67.0,62.0,68.0,52.0,66.0,14,17,18,26,13,18,17,17,27,22,49,54,34,63,60,47,61,20,60,14,26,23,17,20,20,58,14,20,66,67,62,66,68,32,32,32,27,28,28,28,27,28,28,28,29,27,27,27,29,28,28,28,28,28,28,29,29,29,28,0,1,1,1
Marko Maroši,26,190,80,999,2.0,67,71,725000,11000,1,1,3,1,1,No,725000,68.0,64.0,68.0,68.0,41.0,66.0,16,16,14,34,16,13,21,14,40,25,40,42,39,64,48,51,54,27,67,15,17,21,17,58,28,64,16,12,68,64,68,66,68,32,32,32,28,31,31,31,28,35,35,35,32,35,35,35,32,28,32,32,32,28,28,29,29,29,28,0,1,1,1
Sergio Ramón Rochet Álvarez,27,190,82,16,1.0,67,71,700000,500,1,1,3,1,1,No,700000,71.0,62.0,63.0,72.0,48.0,60.0,14,13,17,27,17,19,18,15,24,24,49,48,30,68,48,47,60,39,67,17,18,24,20,42,24,57,12,17,71,62,63,60,72,32,32,32,28,30,30,30,28,32,32,32,32,32,32,32,32,30,30,30,30,30,30,29,29,29,30,0,1,1,1
Gastón Hernán Olveira Echeverría,27,191,80,16,1.0,67,71,700000,500,1,1,2,1,1,No,700000,67.0,68.0,65.0,66.0,20.0,64.0,13,8,12,25,8,11,13,12,19,15,16,23,27,65,29,49,35,18,63,5,21,12,6,41,12,34,12,10,67,68,65,64,66,24,24,24,19,22,22,22,19,24,24,24,22,25,25,25,22,21,24,24,24,21,20,23,23,23,20,1,1,1,1
Guillaume Hubert,26,198,88,25,1.0,67,70,700000,3000,1,1,2,1,1,No,700000,70.0,65.0,64.0,66.0,43.0,65.0,19,9,20,29,12,13,13,8,26,25,42,43,33,66,37,48,57,30,68,9,31,18,11,37,16,38,16,14,70,65,64,65,66,30,30,30,26,27,27,27,26,29,29,29,29,30,30,30,29,28,30,30,30,28,28,30,30,30,28,0,1,1,1
Jakub Słowik,28,190,82,14,1.0,67,69,675000,2000,1,1,2,1,1,No,675000,70.0,59.0,54.0,69.0,38.0,71.0,14,15,14,20,15,14,11,18,21,10,46,32,34,62,36,41,46,21,57,14,24,16,12,24,18,57,14,13,70,59,54,71,69,27,27,27,22,23,23,23,22,24,24,24,24,23,23,23,24,24,24,24,24,24,24,25,25,25,24,1,1,1,1
Luuk Koopmans,26,190,83,7,1.0,67,69,675000,3000,1,1,3,1,1,No,675000,68.0,65.0,66.0,67.0,36.0,65.0,13,14,20,26,14,18,21,13,31,30,40,33,39,68,43,50,60,22,57,18,34,25,12,41,15,31,11,11,68,65,66,65,67,31,31,31,27,29,29,29,27,31,31,31,30,32,32,32,30,26,30,30,30,26,26,28,28,28,26,0,1,1,1
David Mitov Nilsson,29,190,86,999,1.0,67,69,650000,2000,1,1,2,1,1,No,650000,71.0,59.0,70.0,74.0,31.0,61.0,14,12,11,37,20,20,13,14,39,18,30,31,29,61,32,53,61,37,79,13,22,13,14,52,14,53,15,10,71,59,70,61,74,30,30,30,26,28,28,28,26,32,32,32,30,34,34,34,30,27,32,32,32,27,25,29,29,29,25,2,1,1,1
Paul Izzo,25,185,81,28,1.0,67,69,675000,1000,1,1,3,1,1,No,675000,68.0,63.0,63.0,69.0,56.0,66.0,11,14,15,34,10,22,14,15,32,23,55,56,53,60,59,47,63,33,67,16,28,24,14,47,12,58,19,20,68,63,63,66,69,32,32,32,30,31,31,31,30,34,34,34,33,34,34,34,33,31,32,32,32,31,31,31,31,31,31,0,1,1,1
Filipe Vicente Traeira Lopes,28,192,81,5,1.0,67,69,675000,4000,0,1,1,1,1,No,675000,61.0,60.0,40.0,67.0,37.0,77.0,9,9,9,23,21,8,9,23,22,21,38,37,24,72,31,30,67,39,82,8,38,36,17,66,24,48,11,12,61,60,40,77,67,27,27,27,24,27,27,27,24,31,31,31,29,33,33,33,29,28,33,33,33,28,28,32,32,32,28,1,1,1,1
Abdelali M'hamdi,28,192,85,999,1.0,67,69,675000,4000,1,1,4,1,0,No,675000,67.0,65.0,62.0,69.0,55.0,66.0,14,8,13,26,6,11,12,13,22,18,56,55,36,63,28,47,64,36,64,9,30,12,9,48,19,28,11,12,67,65,62,66,69,28,28,28,25,27,27,27,25,29,29,29,29,28,28,28,29,27,27,27,27,27,26,26,26,26,26,0,1,1,1
Václav Hladký,29,189,80,41,4.0,67,68,625000,5000,1,1,3,1,1,No,625000,67.0,63.0,59.0,71.0,57.0,65.0,16,16,23,35,12,21,24,24,31,32,59,56,58,68,52,44,53,27,66,11,22,26,11,47,27,62,23,19,67,63,59,65,71,34,34,34,32,33,33,33,32,36,36,36,35,35,35,35,35,33,34,34,34,33,33,34,34,34,33,2,1,1,1
Baptiste Valette,27,185,78,3,2.0,67,68,625000,2000,1,1,3,1,1,No,625000,69.0,66.0,64.0,67.0,41.0,67.0,12,13,13,27,16,20,9,19,19,19,37,45,33,54,32,48,58,37,62,14,25,21,16,31,25,49,18,15,69,66,64,67,67,29,29,29,25,26,26,26,25,28,28,28,28,27,27,27,28,27,27,27,27,27,27,28,28,28,27,0,1,1,1
Krzysztof Kamiński,29,191,81,14,1.0,67,68,625000,2000,1,1,3,1,0,No,625000,67.0,66.0,65.0,64.0,38.0,68.0,13,18,12,26,15,14,16,17,24,26,30,44,38,60,58,49,55,34,54,14,21,18,15,41,23,27,12,13,67,66,65,68,64,30,30,30,26,28,28,28,26,30,30,30,29,30,30,30,29,27,28,28,28,27,26,26,26,26,26,0,1,1,1
René Swete,30,186,79,22,1.0,67,68,600000,3000,0,1,3,1,1,No,600000,70.0,58.0,66.0,72.0,46.0,67.0,15,14,18,27,11,15,11,19,25,20,49,44,30,60,54,50,50,41,64,20,44,22,11,14,21,29,13,17,70,58,66,67,72,30,30,30,24,25,25,25,24,26,26,26,28,26,26,26,28,30,30,30,30,30,29,31,31,31,29,0,1,1,1
Anders Lindegaard,36,193,85,24,1.0,67,67,130000,700,1,2,2,1,1,Yes,130000,69.0,68.0,68.0,67.0,50.0,64.0,14,16,28,19,13,17,11,18,28,31,47,52,53,61,54,51,68,25,69,19,32,23,19,50,42,55,15,14,69,68,68,64,67,34,34,34,29,31,31,31,29,33,33,33,31,31,31,31,31,28,30,30,30,28,29,32,32,32,29,1,1,1,1
Daniel Lopar,35,187,85,30,1.0,67,67,210000,2000,1,1,2,1,1,No,210000,67.0,65.0,61.0,67.0,40.0,65.0,11,15,15,29,19,14,17,15,28,22,42,38,44,69,48,46,58,31,56,15,32,19,16,45,21,59,11,13,67,65,61,65,67,30,30,30,27,29,29,29,27,31,31,31,30,31,31,31,30,27,29,29,29,27,26,27,27,27,26,0,1,1,1
Anssi Jaakkola,33,193,88,999,3.0,67,67,400000,3000,1,1,1,1,1,No,400000,68.0,64.0,59.0,70.0,59.0,68.0,15,12,10,34,12,11,12,13,34,12,58,59,55,56,30,44,74,32,66,14,41,30,12,60,13,37,14,11,68,64,59,68,70,29,29,29,27,28,28,28,27,33,33,33,31,33,33,33,31,29,32,32,32,29,29,30,30,30,29,1,1,1,1
David Ousted,35,192,88,24,1.0,67,67,210000,1000,1,1,3,1,1,No,210000,66.0,67.0,66.0,65.0,37.0,68.0,12,14,14,26,14,15,13,13,38,20,38,36,39,66,44,50,60,33,64,15,35,9,12,48,21,47,19,13,66,67,66,68,65,29,29,29,25,27,27,27,25,31,31,31,29,32,32,32,29,26,30,30,30,26,25,28,28,28,25,2,1,1,1
Mauricio Ariel Caranta,41,184,80,4,1.0,67,67,80000,2000,1,1,3,1,1,No,80000,65.0,67.0,67.0,63.0,48.0,65.0,12,12,12,20,12,10,11,10,22,14,45,51,49,70,44,50,73,38,65,13,32,24,13,48,23,63,11,12,65,67,67,65,63,29,29,29,25,27,27,27,25,29,29,29,28,28,28,28,28,27,28,28,28,27,27,29,29,29,27,1,1,1,1
Ben Hamer,32,192,91,0,2.0,67,67,475000,7000,1,1,3,1,1,Yes,475000,68.0,62.0,66.0,68.0,45.0,66.0,11,20,11,28,14,18,13,12,32,23,45,45,50,63,56,50,54,35,64,18,34,23,13,46,22,54,12,12,68,62,66,66,68,31,31,31,28,30,30,30,28,33,33,33,31,32,32,32,31,28,31,31,31,28,27,28,28,28,27,1,1,1,1
Jamie Jones,31,191,91,0,3.0,67,67,500000,2000,1,1,2,1,1,No,500000,69.0,66.0,64.0,68.0,34.0,65.0,13,13,11,32,12,15,12,18,22,23,32,36,48,60,42,48,45,30,51,15,22,12,7,27,19,35,13,13,69,66,64,65,68,27,27,27,24,25,25,25,24,27,27,27,26,27,27,27,26,25,26,26,26,25,24,24,24,24,24,0,1,1,1
Thorsten Kirschbaum,33,195,88,1,1.0,67,67,400000,2000,0,1,2,1,1,No,400000,70.0,66.0,67.0,69.0,27.0,61.0,11,13,13,31,11,19,18,10,41,20,24,30,27,65,40,50,60,29,67,9,31,7,8,28,20,49,13,9,70,66,67,61,69,28,28,28,23,25,25,25,23,27,27,27,27,29,29,29,27,23,28,28,28,23,22,26,26,26,22,0,1,1,1
Andrew James Redmayne,31,194,89,28,1.0,67,67,500000,3000,1,1,2,1,1,No,500000,67.0,66.0,63.0,67.0,45.0,67.0,17,11,13,21,15,12,12,14,20,20,42,47,40,64,21,47,36,34,69,14,26,19,7,36,20,50,15,12,67,66,63,67,67,28,28,28,24,25,25,25,24,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,1,1,1,1
Mark Birighitti,29,189,84,28,1.0,67,67,550000,1000,1,1,4,1,1,No,550000,67.0,67.0,64.0,68.0,48.0,65.0,12,11,11,29,15,13,12,11,17,16,46,50,66,57,41,48,66,32,62,12,42,23,9,33,14,63,14,14,67,67,64,65,68,28,28,28,25,25,25,25,25,28,28,28,27,26,26,26,27,27,28,28,28,27,27,29,29,29,27,0,1,1,1
Ramazan Köse,32,193,89,17,1.0,67,67,475000,4000,1,1,3,1,1,No,475000,70.0,60.0,56.0,71.0,34.0,70.0,22,11,15,42,15,20,15,12,34,19,35,33,34,54,61,42,59,34,58,20,20,16,11,20,23,54,20,18,70,60,56,70,71,28,28,28,25,25,25,25,25,28,28,28,29,30,30,30,29,29,30,30,30,29,27,28,28,28,27,0,1,1,1
Sebastian Mielitz,30,190,83,1,3.0,67,67,525000,2000,1,1,4,1,1,No,525000,67.0,64.0,65.0,68.0,42.0,67.0,10,12,19,24,11,15,14,11,25,20,43,41,67,67,56,49,67,39,54,13,27,18,13,46,16,63,16,12,67,64,65,67,68,29,29,29,26,28,28,28,26,31,31,31,29,30,30,30,29,28,29,29,29,28,28,29,29,29,28,1,1,1,1
Kevin Fickentscher,31,181,78,30,1.0,67,67,500000,8000,1,1,3,1,1,No,500000,65.0,64.0,61.0,71.0,50.0,66.0,20,13,11,13,12,14,15,12,16,19,46,54,52,61,25,46,66,43,33,12,28,22,13,62,13,51,12,19,65,64,61,66,71,27,27,27,27,28,28,28,27,30,30,30,30,29,29,29,30,30,27,27,27,30,30,27,27,27,30,1,1,1,1
Brice Maubleu,30,192,83,3,2.0,67,67,525000,2000,1,1,3,1,1,No,525000,69.0,66.0,58.0,66.0,41.0,66.0,12,13,13,37,15,19,16,12,36,14,42,40,31,63,33,44,65,25,62,17,23,18,12,21,26,46,8,9,69,66,58,66,66,29,29,29,24,26,26,26,24,28,28,28,28,28,28,28,28,25,28,28,28,25,24,26,26,26,24,0,1,1,1
Marc Martínez Aranda,30,186,74,2,2.0,67,67,525000,2000,1,1,2,1,1,No,525000,69.0,63.0,74.0,69.0,50.0,66.0,13,19,12,32,17,20,15,11,33,27,46,53,58,54,52,56,61,25,45,15,15,14,13,36,38,17,20,17,69,63,74,66,69,31,31,31,29,30,30,30,29,32,32,32,31,31,31,31,31,29,29,29,29,29,29,28,28,28,29,0,1,1,1
Christopher Maxwell,29,185,74,39,3.0,67,67,550000,3000,1,1,3,1,1,No,550000,67.0,65.0,68.0,69.0,42.0,65.0,18,11,15,23,17,13,16,13,16,26,39,45,45,64,50,51,62,30,60,16,25,25,14,35,20,35,12,12,67,65,68,65,69,30,30,30,26,27,27,27,26,28,28,28,28,28,28,28,28,28,28,28,28,28,27,28,28,28,27,1,1,1,1
Alejandro Miguel Sánchez,33,188,88,4,1.0,67,67,400000,3000,0,1,2,1,1,No,400000,66.0,63.0,66.0,69.0,21.0,67.0,20,18,17,24,19,20,13,14,22,20,23,20,23,66,48,50,33,18,66,14,13,10,10,43,25,33,15,14,66,63,66,67,69,29,29,29,24,26,26,26,24,28,28,28,27,28,28,28,27,24,26,26,26,24,24,27,27,27,24,0,1,1,1
Azzeddine Doukha,33,186,85,999,1.0,67,67,400000,5000,1,1,2,1,0,No,400000,67.0,58.0,62.0,75.0,38.0,64.0,15,20,14,29,9,15,17,18,25,23,35,41,30,67,42,47,60,41,67,13,24,20,13,13,25,54,18,13,67,58,62,64,75,31,31,31,25,26,26,26,25,26,26,26,28,28,28,28,28,29,30,30,30,29,28,30,30,30,28,0,1,1,1
顾超,30,196,92,11,1.0,67,67,525000,5000,1,1,1,1,1,No,525000,68.0,64.0,62.0,69.0,49.0,63.0,11,16,12,28,19,16,14,18,21,16,51,48,49,65,60,47,65,45,78,16,33,18,18,59,23,56,12,20,68,64,62,63,69,32,32,32,28,30,30,30,28,33,33,33,31,32,32,32,31,30,31,31,31,30,30,31,31,31,30,1,1,1,1
